State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
meghalaya,2022,4,Financial Services,3544,35.64
meghalaya,2022,4,Others,7124,46.72
meghalaya,2023,1,Peer-to-peer payments,2111009,83090.61
meghalaya,2023,1,Merchant payments,1232691,14073.73
meghalaya,2023,1,Recharge & bill payments,810151,3588.0
meghalaya,2023,1,Financial Services,3991,46.92
meghalaya,2023,1,Others,6863,49.14
meghalaya,2023,2,Peer-to-peer payments,2509275,89975.69
meghalaya,2023,2,Merchant payments,1701913,16989.62
meghalaya,2023,2,Recharge & bill payments,855108,3786.39
meghalaya,2023,2,Financial Services,4075,46.34
meghalaya,2023,2,Others,6841,47.02
meghalaya,2023,3,Peer-to-peer payments,2926582,90813.64
meghalaya,2023,3,Merchant payments,2199365,19404.67
meghalaya,2023,3,Recharge & bill payments,893594,3762.89
meghalaya,2023,3,Financial Services,4709,43.94
meghalaya,2023,3,Others,5592,41.18
meghalaya,2023,4,Peer-to-peer payments,3588204,110511.89
meghalaya,2023,4,Merchant payments,2747430,23996.06
meghalaya,2023,4,Recharge & bill payments,919773,4120.32
meghalaya,2023,4,Financial Services,6221,61.57
meghalaya,2023,4,Others,6756,40.74
meghalaya,2024,1,Peer-to-peer payments,4141676,123769.64
meghalaya,2024,1,Merchant payments,3366756,27966.9
meghalaya,2024,1,Recharge & bill payments,1011922,4440.33
meghalaya,2024,1,Financial Services,5705,80.56
meghalaya,2024,1,Others,5203,35.63
meghalaya,2024,2,Merchant payments,5265188,33721.46
meghalaya,2024,2,Peer-to-peer payments,4738246,129474.4
meghalaya,2024,2,Recharge & bill payments,1072381,4566.11
meghalaya,2024,2,Financial Services,8054,151.37
meghalaya,2024,2,Others,5792,32.78
mizoram,2018,1,Recharge & bill payments,10155,22.0
mizoram,2018,1,Peer-to-peer payments,6845,411.87
mizoram,2018,1,Merchant payments,616,10.66
mizoram,2018,1,Financial Services,260,0.65
mizoram,2018,1,Others,685,7.1
mizoram,2018,2,Recharge & bill payments,13550,31.07
mizoram,2018,2,Peer-to-peer payments,11427,770.4
mizoram,2018,2,Merchant payments,1310,23.69
mizoram,2018,2,Financial Services,167,0.61
mizoram,2018,2,Others,597,9.31
mizoram,2018,3,Peer-to-peer payments,18564,1087.84
mizoram,2018,3,Recharge & bill payments,17610,40.5
mizoram,2018,3,Merchant payments,2310,29.53
mizoram,2018,3,Financial Services,240,0.44
mizoram,2018,3,Others,592,7.7
mizoram,2018,4,Peer-to-peer payments,26212,1770.49
mizoram,2018,4,Recharge & bill payments,24533,55.24
mizoram,2018,4,Merchant payments,3699,69.12
mizoram,2018,4,Financial Services,145,0.36
mizoram,2018,4,Others,653,9.07
mizoram,2019,1,Peer-to-peer payments,35126,2041.84
mizoram,2019,1,Recharge & bill payments,30327,67.6
mizoram,2019,1,Merchant payments,3984,64.7
mizoram,2019,1,Financial Services,133,0.34
mizoram,2019,1,Others,736,7.13
mizoram,2019,2,Peer-to-peer payments,37364,2334.72
mizoram,2019,2,Recharge & bill payments,31903,78.24
mizoram,2019,2,Merchant payments,5646,58.89
mizoram,2019,2,Financial Services,80,0.14
mizoram,2019,2,Others,678,8.18
mizoram,2019,3,Recharge & bill payments,49073,129.67
mizoram,2019,3,Peer-to-peer payments,42645,2575.38
mizoram,2019,3,Merchant payments,5560,73.98
mizoram,2019,3,Financial Services,94,0.73
mizoram,2019,3,Others,722,8.18
mizoram,2019,4,Recharge & bill payments,60511,168.57
mizoram,2019,4,Peer-to-peer payments,57109,3416.64
mizoram,2019,4,Merchant payments,6939,94.51
mizoram,2019,4,Financial Services,100,0.21
mizoram,2019,4,Others,580,6.96
mizoram,2020,1,Recharge & bill payments,85067,243.56
mizoram,2020,1,Peer-to-peer payments,57916,3562.61
mizoram,2020,1,Merchant payments,9961,104.04
mizoram,2020,1,Financial Services,119,2.84
mizoram,2020,1,Others,546,7.72
mizoram,2020,2,Recharge & bill payments,127592,375.05
mizoram,2020,2,Peer-to-peer payments,60021,4041.1
mizoram,2020,2,Merchant payments,10056,146.27
mizoram,2020,2,Financial Services,244,4.35
mizoram,2020,2,Others,549,5.16
mizoram,2020,3,Recharge & bill payments,132664,409.41
mizoram,2020,3,Peer-to-peer payments,99644,6345.6
mizoram,2020,3,Merchant payments,20934,306.94
mizoram,2020,3,Financial Services,535,8.25
mizoram,2020,3,Others,926,9.24
mizoram,2020,4,Peer-to-peer payments,141038,8872.53
mizoram,2020,4,Recharge & bill payments,140297,453.86
mizoram,2020,4,Merchant payments,39676,520.95
mizoram,2020,4,Financial Services,607,8.55
mizoram,2020,4,Others,989,9.33
mizoram,2021,1,Peer-to-peer payments,156386,9829.55
mizoram,2021,1,Recharge & bill payments,128055,455.58
mizoram,2021,1,Merchant payments,43511,702.9
mizoram,2021,1,Financial Services,648,13.31
mizoram,2021,1,Others,975,9.72
mizoram,2021,2,Peer-to-peer payments,173064,9955.82
mizoram,2021,2,Recharge & bill payments,161763,560.6
mizoram,2021,2,Merchant payments,57877,695.29
mizoram,2021,2,Financial Services,611,7.11
mizoram,2021,2,Others,1025,9.93
mizoram,2021,3,Peer-to-peer payments,224873,12905.23
mizoram,2021,3,Recharge & bill payments,177281,674.93
mizoram,2021,3,Merchant payments,74553,1136.97
mizoram,2021,3,Financial Services,522,8.07
mizoram,2021,3,Others,1300,12.28
mizoram,2021,4,Peer-to-peer payments,272209,15452.56
mizoram,2021,4,Recharge & bill payments,179405,675.49
mizoram,2021,4,Merchant payments,99265,1541.84
mizoram,2021,4,Financial Services,695,22.02
mizoram,2021,4,Others,1755,14.75
mizoram,2022,1,Peer-to-peer payments,302740,16912.81
mizoram,2022,1,Recharge & bill payments,190137,765.41
mizoram,2022,1,Merchant payments,109669,1741.58
mizoram,2022,1,Financial Services,731,16.58
mizoram,2022,1,Others,1640,15.22
mizoram,2022,2,Peer-to-peer payments,332102,17391.14
mizoram,2022,2,Recharge & bill payments,172281,707.76
mizoram,2022,2,Merchant payments,137279,1914.85
mizoram,2022,2,Financial Services,656,8.02
mizoram,2022,2,Others,1659,10.1
mizoram,2022,3,Peer-to-peer payments,349715,16659.56
mizoram,2022,3,Recharge & bill payments,156874,684.64
mizoram,2022,3,Merchant payments,150320,2099.34
mizoram,2022,3,Financial Services,802,8.8
mizoram,2022,3,Others,1327,10.32
mizoram,2022,4,Peer-to-peer payments,378295,17501.13
mizoram,2022,4,Merchant payments,164389,2224.56
mizoram,2022,4,Recharge & bill payments,148573,634.78
mizoram,2022,4,Financial Services,932,9.5
mizoram,2022,4,Others,1585,9.14
mizoram,2023,1,Peer-to-peer payments,593994,25603.31
mizoram,2023,1,Recharge & bill payments,234313,985.53
mizoram,2023,1,Merchant payments,221560,2934.29
mizoram,2023,1,Financial Services,1044,20.66
mizoram,2023,1,Others,1684,12.44
mizoram,2023,2,Peer-to-peer payments,673375,27158.18
mizoram,2023,2,Merchant payments,291229,3699.68
mizoram,2023,2,Recharge & bill payments,241862,1025.88
mizoram,2023,2,Financial Services,1144,21.64
mizoram,2023,2,Others,1320,12.68
mizoram,2023,3,Peer-to-peer payments,725656,26166.86
mizoram,2023,3,Merchant payments,343955,3834.87
mizoram,2023,3,Recharge & bill payments,237526,1008.86
mizoram,2023,3,Financial Services,1523,39.16
mizoram,2023,3,Others,1753,11.54
mizoram,2023,4,Peer-to-peer payments,809449,29373.56
mizoram,2023,4,Merchant payments,454911,4860.86
mizoram,2023,4,Recharge & bill payments,233101,1105.3
mizoram,2023,4,Financial Services,1693,60.02
mizoram,2023,4,Others,1574,8.66
mizoram,2024,1,Peer-to-peer payments,852682,29462.83
mizoram,2024,1,Merchant payments,537550,5684.12
mizoram,2024,1,Recharge & bill payments,233738,1097.92
mizoram,2024,1,Financial Services,1756,47.88
mizoram,2024,1,Others,1290,8.21
mizoram,2024,2,Peer-to-peer payments,952986,30093.67
mizoram,2024,2,Merchant payments,781094,6720.86
mizoram,2024,2,Recharge & bill payments,236909,1115.29
mizoram,2024,2,Financial Services,4940,48.14
mizoram,2024,2,Others,1150,6.82
nagaland,2018,1,Recharge & bill payments,28198,53.62
nagaland,2018,1,Peer-to-peer payments,11631,698.3
nagaland,2018,1,Merchant payments,822,11.71
nagaland,2018,1,Financial Services,399,2.99
nagaland,2018,1,Others,1795,13.44
nagaland,2018,2,Recharge & bill payments,41959,91.39
nagaland,2018,2,Peer-to-peer payments,20099,1401.93
nagaland,2018,2,Merchant payments,1529,22.94
nagaland,2018,2,Financial Services,379,1.53
nagaland,2018,2,Others,1633,15.46
nagaland,2018,3,Recharge & bill payments,54885,126.65
nagaland,2018,3,Peer-to-peer payments,33930,2239.65
nagaland,2018,3,Merchant payments,3518,36.31
nagaland,2018,3,Financial Services,460,1.25
nagaland,2018,3,Others,1578,14.07
nagaland,2018,4,Recharge & bill payments,72881,166.16
nagaland,2018,4,Peer-to-peer payments,53723,3589.26
nagaland,2018,4,Merchant payments,10350,105.01
nagaland,2018,4,Financial Services,587,2.16
nagaland,2018,4,Others,1792,17.55
nagaland,2019,1,Recharge & bill payments,87596,200.2
nagaland,2019,1,Peer-to-peer payments,71642,4118.56
nagaland,2019,1,Merchant payments,7306,81.88
nagaland,2019,1,Financial Services,430,1.01
nagaland,2019,1,Others,1605,17.76
nagaland,2019,2,Recharge & bill payments,92492,213.5
nagaland,2019,2,Peer-to-peer payments,81065,4877.05
nagaland,2019,2,Merchant payments,12949,89.91
nagaland,2019,2,Financial Services,286,1.3
nagaland,2019,2,Others,1961,18.9
nagaland,2019,3,Recharge & bill payments,145812,332.94
nagaland,2019,3,Peer-to-peer payments,100736,6018.03
nagaland,2019,3,Merchant payments,13031,133.82
nagaland,2019,3,Financial Services,210,2.29
nagaland,2019,3,Others,2089,22.49
nagaland,2019,4,Recharge & bill payments,172761,397.21
nagaland,2019,4,Peer-to-peer payments,128674,7772.99
nagaland,2019,4,Merchant payments,13578,154.61
nagaland,2019,4,Financial Services,499,2.83
nagaland,2019,4,Others,1658,17.74
nagaland,2020,1,Recharge & bill payments,221741,536.62
nagaland,2020,1,Peer-to-peer payments,135966,8215.09
nagaland,2020,1,Merchant payments,18249,176.63
nagaland,2020,1,Financial Services,528,2.15
nagaland,2020,1,Others,1567,17.31
nagaland,2020,2,Recharge & bill payments,328269,852.64
nagaland,2020,2,Peer-to-peer payments,166866,10250.0
nagaland,2020,2,Merchant payments,20004,252.15
nagaland,2020,2,Financial Services,860,9.89
nagaland,2020,2,Others,1567,12.06
nagaland,2020,3,Recharge & bill payments,347494,912.15
nagaland,2020,3,Peer-to-peer payments,330638,18516.38
nagaland,2020,3,Merchant payments,51912,625.69
nagaland,2020,3,Financial Services,2544,21.37
nagaland,2020,3,Others,3731,20.9
nagaland,2020,4,Peer-to-peer payments,417393,25638.28
nagaland,2020,4,Recharge & bill payments,335297,919.3
nagaland,2020,4,Merchant payments,90496,1131.16
nagaland,2020,4,Financial Services,1068,10.17
nagaland,2020,4,Others,3571,31.94
nagaland,2021,1,Peer-to-peer payments,477346,28410.22
nagaland,2021,1,Recharge & bill payments,376473,1100.95
nagaland,2021,1,Merchant payments,116846,1512.02
nagaland,2021,1,Financial Services,1511,19.3
nagaland,2021,1,Others,3721,32.02
nagaland,2021,2,Peer-to-peer payments,526966,28477.31
nagaland,2021,2,Recharge & bill payments,453979,1269.63
nagaland,2021,2,Merchant payments,144413,1768.32
nagaland,2021,2,Financial Services,1624,17.86
nagaland,2021,2,Others,3809,29.82
nagaland,2021,3,Peer-to-peer payments,667633,35367.8
nagaland,2021,3,Recharge & bill payments,474693,1411.72
nagaland,2021,3,Merchant payments,208387,3044.93
nagaland,2021,3,Financial Services,1437,16.35
nagaland,2021,3,Others,4642,33.36
nagaland,2021,4,Peer-to-peer payments,819452,43352.95
nagaland,2021,4,Recharge & bill payments,492411,1543.59
nagaland,2021,4,Merchant payments,311673,4425.78
nagaland,2021,4,Financial Services,1790,22.63
nagaland,2021,4,Others,6157,45.88
nagaland,2022,1,Peer-to-peer payments,963378,47983.56
nagaland,2022,1,Recharge & bill payments,529038,1759.42
nagaland,2022,1,Merchant payments,425336,5636.5
nagaland,2022,1,Financial Services,2022,25.04
nagaland,2022,1,Others,6178,44.99
nagaland,2022,2,Peer-to-peer payments,1032542,49330.41
nagaland,2022,2,Merchant payments,513456,6406.66
nagaland,2022,2,Recharge & bill payments,479322,1622.39
nagaland,2022,2,Financial Services,1547,15.2
nagaland,2022,2,Others,4462,28.2
nagaland,2022,3,Peer-to-peer payments,990896,45689.05
nagaland,2022,3,Merchant payments,467257,6423.68
nagaland,2022,3,Recharge & bill payments,430854,1483.24
nagaland,2022,3,Financial Services,1479,23.45
nagaland,2022,3,Others,3627,24.57
nagaland,2022,4,Peer-to-peer payments,1314122,58880.68
nagaland,2022,4,Merchant payments,647805,9068.34
nagaland,2022,4,Recharge & bill payments,508230,1700.29
nagaland,2022,4,Financial Services,2104,19.1
nagaland,2022,4,Others,3944,31.25
nagaland,2023,1,Peer-to-peer payments,1499574,66822.79
nagaland,2023,1,Recharge & bill payments,594157,2170.58
nagaland,2023,1,Merchant payments,586135,9087.65
nagaland,2023,1,Financial Services,2116,31.58
nagaland,2023,1,Others,3588,31.38
nagaland,2023,2,Peer-to-peer payments,1617109,67856.36
nagaland,2023,2,Merchant payments,727260,10341.48
nagaland,2023,2,Recharge & bill payments,572760,1972.43
nagaland,2023,2,Financial Services,2070,16.98
nagaland,2023,2,Others,2802,26.75
nagaland,2023,3,Peer-to-peer payments,1885439,71704.52
nagaland,2023,3,Merchant payments,941540,12337.62
nagaland,2023,3,Recharge & bill payments,589934,2044.91
nagaland,2023,3,Financial Services,3255,56.09
nagaland,2023,3,Others,2163,19.86
nagaland,2023,4,Peer-to-peer payments,2108656,79518.28
nagaland,2023,4,Merchant payments,1114580,15067.7
nagaland,2023,4,Recharge & bill payments,569355,2100.16
nagaland,2023,4,Financial Services,2722,40.05
nagaland,2023,4,Others,1866,19.57
nagaland,2024,1,Peer-to-peer payments,2252013,80802.1
nagaland,2024,1,Merchant payments,1406740,17314.21
nagaland,2024,1,Recharge & bill payments,595725,2275.57
nagaland,2024,1,Financial Services,2602,39.52
nagaland,2024,1,Others,1844,17.76
nagaland,2024,2,Peer-to-peer payments,2655039,87467.5
nagaland,2024,2,Merchant payments,2310391,20289.21
nagaland,2024,2,Recharge & bill payments,626712,2285.01
nagaland,2024,2,Financial Services,4449,64.01
nagaland,2024,2,Others,2109,23.39
odisha,2018,1,Recharge & bill payments,2874109,3312.54
odisha,2018,1,Peer-to-peer payments,2305610,40335.49
odisha,2018,1,Financial Services,323352,581.0
odisha,2018,1,Merchant payments,129659,1123.01
odisha,2018,1,Others,177091,924.28
odisha,2018,2,Peer-to-peer payments,3989202,76212.88
odisha,2018,2,Recharge & bill payments,3307545,4828.23
odisha,2018,2,Financial Services,472304,678.29
odisha,2018,2,Merchant payments,257628,2135.31
odisha,2018,2,Others,131465,1028.39
odisha,2018,3,Peer-to-peer payments,24472139,220290.87
odisha,2018,3,Recharge & bill payments,3886392,6057.22
odisha,2018,3,Financial Services,836547,972.92
odisha,2018,3,Merchant payments,729995,2755.33
odisha,2018,3,Others,127082,868.82
odisha,2018,4,Peer-to-peer payments,12285028,218042.68
odisha,2018,4,Recharge & bill payments,5142124,7730.18
odisha,2018,4,Merchant payments,3061813,6821.81
odisha,2018,4,Financial Services,495495,555.34
odisha,2018,4,Others,158338,1148.68
odisha,2019,1,Peer-to-peer payments,24117274,333423.22
odisha,2019,1,Recharge & bill payments,6713747,11207.3
odisha,2019,1,Merchant payments,2690762,8214.94
odisha,2019,1,Financial Services,375910,345.43
odisha,2019,1,Others,134249,1080.4
odisha,2019,2,Peer-to-peer payments,16455353,414232.92
odisha,2019,2,Recharge & bill payments,7845252,15066.2
odisha,2019,2,Merchant payments,4827067,16646.21
odisha,2019,2,Financial Services,202705,204.24
odisha,2019,2,Others,181647,1398.97
odisha,2019,3,Peer-to-peer payments,18490877,514475.87
odisha,2019,3,Merchant payments,13984738,38957.53
odisha,2019,3,Recharge & bill payments,8565917,18061.24
odisha,2019,3,Financial Services,195034,310.8
odisha,2019,3,Others,185706,1240.34
odisha,2019,4,Peer-to-peer payments,43284477,729660.51
odisha,2019,4,Recharge & bill payments,10629461,22908.42
odisha,2019,4,Merchant payments,10601703,43957.11
odisha,2019,4,Financial Services,323887,387.83
odisha,2019,4,Others,156105,779.88
odisha,2020,1,Peer-to-peer payments,27110930,828638.45
odisha,2020,1,Merchant payments,13269709,57382.17
odisha,2020,1,Recharge & bill payments,13083524,32536.1
odisha,2020,1,Financial Services,84037,276.41
odisha,2020,1,Others,134107,734.85
odisha,2020,2,Peer-to-peer payments,24520938,809900.81
odisha,2020,2,Recharge & bill payments,17040333,45510.61
odisha,2020,2,Merchant payments,8313965,60927.54
odisha,2020,2,Financial Services,66787,503.22
odisha,2020,2,Others,86553,488.18
odisha,2020,3,Peer-to-peer payments,34182172,1070646.69
odisha,2020,3,Recharge & bill payments,17126851,50157.2
odisha,2020,3,Merchant payments,14519265,102424.96
odisha,2020,3,Financial Services,90736,849.72
odisha,2020,3,Others,114805,560.87
odisha,2020,4,Peer-to-peer payments,47588728,1532087.35
odisha,2020,4,Merchant payments,27124765,193474.73
odisha,2020,4,Recharge & bill payments,17318073,55321.79
odisha,2020,4,Financial Services,106189,1044.2
odisha,2020,4,Others,187195,1098.56
odisha,2021,1,Peer-to-peer payments,54417515,1814504.36
odisha,2021,1,Merchant payments,38180718,252019.37
odisha,2021,1,Recharge & bill payments,18633830,65526.06
odisha,2021,1,Financial Services,87263,950.64
odisha,2021,1,Others,141032,976.93
odisha,2021,2,Peer-to-peer payments,66929109,2084058.82
odisha,2021,2,Merchant payments,39402607,292088.48
odisha,2021,2,Recharge & bill payments,25183699,80243.23
odisha,2021,2,Financial Services,102474,1027.62
odisha,2021,2,Others,206448,1223.02
odisha,2021,3,Peer-to-peer payments,85728576,2511508.61
odisha,2021,3,Merchant payments,64268830,433163.48
odisha,2021,3,Recharge & bill payments,26943670,90256.75
odisha,2021,3,Financial Services,97213,1123.83
odisha,2021,3,Others,324385,1754.52
odisha,2021,4,Peer-to-peer payments,107560893,3107041.13
odisha,2021,4,Merchant payments,99512650,633838.7
odisha,2021,4,Recharge & bill payments,26302130,107288.34
odisha,2021,4,Financial Services,133004,1475.27
odisha,2021,4,Others,416689,2867.05
odisha,2022,1,Peer-to-peer payments,118999900,3644474.61
odisha,2022,1,Merchant payments,118108271,743020.52
odisha,2022,1,Recharge & bill payments,26083549,121331.54
odisha,2022,1,Financial Services,102802,1189.46
odisha,2022,1,Others,338977,2257.0
odisha,2022,2,Merchant payments,148544714,903693.8
odisha,2022,2,Peer-to-peer payments,134717859,4057936.57
odisha,2022,2,Recharge & bill payments,29843263,136026.4
odisha,2022,2,Financial Services,88649,950.5
odisha,2022,2,Others,257113,1742.84
odisha,2022,3,Merchant payments,188143417,1028895.92
odisha,2022,3,Peer-to-peer payments,161912635,4444394.07
